segment_id,user_id,file_name,mode,n_points,duration_s,distance_m,avg_speed_mps,max_speed_mps,std_speed_mps,p50_speed_mps,p90_speed_mps,avg_acc_mps2,std_acc_mps2,max_acc_mps2,min_acc_mps2,avg_turn_deg,std_turn_deg,stop_ratio,high_speed_ratio,mid_speed_ratio
1577,62,20081016035520.plt,walk,13,44,79.01948489,2.22899676,4.265263774,1.18154425,2.216748313,3.474811939,0.165036239,0.635856416,1.211529927,-0.95440325,41.52540106,46.57492847,0.076923077,0,0.615384615
1578,62,20081016035520.plt,walk,139,388,370.2114878,1.001330534,15.01548719,1.335054233,0.748524525,1.762978069,0.002846357,0.883669814,7.507743597,-6.178931212,35.58226819,46.7893188,0.28057554,0.007194245,0.028776978
1579,62,20081016060022.plt,walk,150,351,545.5033035,1.703926102,4.609256324,0.745768515,1.68062317,2.646675368,0.000779618,0.402157738,1.282826694,-1.314464926,26.96994634,30.7546871,0.033333333,0,0.28
1580,62,20081016060624.plt,bus,1551,5088,17351.28514,5.332879014,19.66299544,3.634996574,5.041235578,10.40711734,0.035552236,0.756048598,6.397700548,-5.689592264,19.33643676,32.90545183,0.081237911,0.135396518,0.505480335
1581,62,20081016073120.plt,walk,446,1223,5367.091302,2.503485147,58.71065455,3.339732462,1.868061056,4.51252309,-0.066628687,1.439176837,4.550212112,-24.26115006,39.88152848,41.2952977,0.044843049,0.015695067,0.408071749
1582,62,20081016075640.plt,walk,362,958,1519.911551,1.806835936,11.53399382,1.185356698,1.565617504,3.145435628,0.028232048,0.777958833,8.220796067,-4.286904047,36.21577278,37.65368107,0.060773481,0.002762431,0.317679558
1583,62,20081016082109.plt,bus,34,134,869.1208514,3.058173686,15.84713671,3.006099442,2.666772496,5.019486234,0.006954412,1.84655675,7.136030603,-5.885599317,38.67819117,50.31311997,0.088235294,0.058823529,0.558823529
1584,62,20081016082330.plt,bus,261,1012,3497.546478,4.799981618,19.54596562,3.59403323,3.709057976,9.933605308,0.032586875,0.92863783,4.440545229,-2.892671705,24.62188897,36.35929646,0.045977011,0.099616858,0.559386973
1585,62,20081016082330.plt,bus,51,576,1349.186517,1.989610498,9.749746874,1.922035578,1.421868602,4.026924466,0.019794666,0.962806565,4.544273515,-3.157259211,50.72559096,53.8275601,0.176470588,0,0.411764706
1586,62,20081016085851.plt,walk,57,115,213.3755018,1.851619349,5.620396898,1.049949127,1.599090938,2.879661125,0.012242436,0.655279633,1.814650118,-1.98804247,35.3360088,40.81066692,0.035087719,0,0.350877193
1587,62,20081016093845.plt,walk,131,381,577.8314878,2.117826781,8.936421568,1.383832073,1.870184596,3.696051621,0.016005974,0.589263457,2.011273049,-1.509581198,32.08834782,36.13105354,0.06870229,0,0.41221374
1588,62,20081016094807.plt,bus,168,745,2364.729109,4.569260554,31.37918695,4.757303831,2.667522483,10.25308666,0.005125392,1.397728549,6.019332295,-11.1331343,26.0626158,37.79864993,0.119047619,0.107142857,0.44047619
1589,62,20081016100044.plt,walk,161,417,1152.288314,2.655083766,10.61345344,2.107187241,1.865347862,5.620464758,0.007673847,0.640433211,2.058527939,-2.825039172,35.10573703,44.30764528,0.049689441,0.00621118,0.434782609
1590,62,20081016100044.plt,walk,136,346,403.3451214,1.410568367,6.157582052,0.872521373,1.360731716,2.317009952,0.005568504,0.426241501,1.859907951,-2.098858728,37.4432181,40.16933602,0.147058824,0,0.169117647
1591,62,20081016113129.plt,bike,206,460,1147.900121,2.686893123,9.717448822,1.324603856,2.666024895,4.200957234,0.026775473,0.686858699,2.762500379,-2.599170101,25.81732958,29.83745327,0.019417476,0,0.669902913
1592,62,20081017010001.plt,bus,83,176,823.9217864,4.615633907,13.43484566,3.274689369,4.085296681,8.983393535,0.063288019,0.652965324,2.564555204,-1.57636377,17.21461177,25.7762289,0.048192771,0.084337349,0.56626506
1593,62,20081017010328.plt,walk,185,378,715.28036,1.903964195,13.07476462,1.650783426,1.656726257,2.906388103,-0.004171682,0.624810226,2.622968047,-5.048839134,29.39629871,36.2735714,0.064864865,0.010810811,0.291891892
1594,62,20081017085610.plt,walk,61,178,253.9545061,1.802502555,8.501681325,1.550320223,1.439681067,3.446735736,0.04118652,0.881457757,3.319431938,-4.051741832,51.64867851,50.56986292,0.114754098,0,0.295081967
1595,62,20081017085919.plt,bus,1108,3633,14479.14376,5.069248469,27.48916646,3.672402349,4.398205738,10.67325316,0.02268655,0.787427179,12.29501516,-9.759008026,14.40912182,27.57408942,0.057761733,0.134476534,0.495487365
1596,62,20081017085919.plt,bus,156,1244,4145.609583,4.821353308,24.09908211,4.287299668,3.463139837,10.07331232,0.124212766,1.71659859,7.134930689,-7.858025816,40.25535157,50.44589449,0.038461538,0.108974359,0.538461538
1597,62,20081017103405.plt,walk,98,197,464.1741236,2.303400781,15.72030638,2.101796055,1.841515085,3.898873746,-0.010795424,1.342802249,7.86015319,-6.465376798,36.08113355,41.46698468,0.051020408,0.020408163,0.428571429
1598,62,20081017103405.plt,walk,124,566,598.0365696,1.692976472,8.060315692,1.118058438,1.615958521,2.991840708,0.028624553,0.664100839,3.131776964,-3.210783819,35.95868042,42.66791098,0.14516129,0,0.306451613
1599,62,20081018000000.plt,bus,142,854,192.0187754,0.538756832,4.665793378,0.545797485,0.428046092,1.123727091,0.027165686,0.295570778,2.332896689,-1.764855618,44.62219639,49.35669442,0.584507042,0,0.014084507
1600,62,20081018000000.plt,walk,139,589,146.0931271,0.379855503,1.587863374,0.335491365,0.300647828,0.853955757,0.020696847,0.130709666,0.53960642,-0.43160682,53.45731839,50.44349976,0.755395683,0,0
1601,62,20081018000000.plt,bus,23,83,63.90275953,1.336906484,2.611468025,0.613364125,1.490917722,1.921779559,0.051524592,0.300976996,0.773912061,-0.560275152,17.03734672,16.89722227,0.130434783,0,0.043478261
1602,62,20081018000000.plt,bus,114,507,137.0267608,0.357465693,1.575073806,0.26093643,0.29979727,0.629316635,0.005637041,0.135364836,0.363268468,-0.543279882,58.42357268,52.47488612,0.815789474,0,0
1603,62,20081018040733.plt,walk,38,324,408.4265649,3.033717735,25.60436859,4.794941604,1.653925276,5.839338537,0.041972368,2.035957036,7.083075371,-8.181663948,43.15785492,43.46883396,0.157894737,0.052631579,0.342105263
1604,62,20081018040733.plt,bus,35,102,368.9223887,2.762211694,10.50973956,2.343302631,2.30740237,5.557012415,0.009522465,0.746971357,2.910725687,-1.672533085,19.49825573,29.92861988,0.142857143,0.028571429,0.571428571
1605,62,20081018040733.plt,bus,23,45,58.01470924,1.217773521,3.027458089,0.687765648,1.17118123,2.108221134,0.021212278,0.513321799,1.513729044,-1.215886834,52.41255673,52.87150601,0.086956522,0,0.130434783
1606,62,20081018050609.plt,bus,177,428,2129.111762,5.699027095,12.62035092,3.207846546,5.978324541,9.696754356,0.01805478,0.793806475,3.532530856,-1.858189317,17.8620821,25.20490733,0.062146893,0.06779661,0.502824859
1607,62,20081018052434.plt,walk,192,391,619.6178651,1.585773121,4.866159375,0.877041002,1.479431029,2.689200377,0.017267953,0.552478595,3.844962289,-1.533860029,38.44793943,36.54878496,0.052083333,0,0.234375
1608,62,20081018053106.plt,walk,27,228,61.35757614,0.899471277,2.620942308,0.682955257,0.742580737,1.916809074,-0.001445556,0.342858804,0.647144152,-0.703157689,56.00120493,51.98165333,0.296296296,0,0.111111111
1609,62,20081018053106.plt,walk,244,710,1088.946674,2.160067274,10.16540644,1.986573148,1.525921552,4.657005653,0.027318556,0.43501145,2.146429495,-2.035688056,27.30329521,42.91036558,0.163934426,0.004098361,0.368852459
1610,62,20081018053106.plt,walk,33,316,248.1294498,0.882449716,3.534132903,0.800297696,0.618905738,2.114830523,-0.065456399,0.661045961,1.072770232,-3.534132903,47.26441037,48.01930388,0.363636364,0,0.121212121
1611,62,20081018053106.plt,walk,72,1107,346.0719294,0.681689218,2.964229501,0.64162963,0.501054278,1.489224211,0.011671611,0.30181954,1.237356549,-0.666902911,46.92620646,48.39127097,0.5,0,0.055555556
1612,62,20081018053106.plt,walk,97,504,237.5492171,0.982869638,5.92668959,0.909220798,0.837100142,1.674938162,0.033198067,0.396808922,2.311847534,-1.217450927,43.6187553,45.64606771,0.309278351,0,0.06185567
1613,62,20081018053106.plt,walk,104,585,760.1065174,2.171796346,11.62999656,2.625859213,1.132568596,6.063308523,6.42E-07,1.007276914,4.896682476,-2.85688475,43.96481348,56.37257708,0.201923077,0.028846154,0.230769231
1614,62,20081018053106.plt,walk,107,530,248.6907608,1.077412352,4.768882082,0.932304199,0.853368331,2.164368811,0.02816122,0.406458482,1.36165775,-1.144744473,49.45746376,56.24807103,0.271028037,0,0.158878505
1615,62,20081018053106.plt,walk,182,1009,467.7581535,1.182455434,6.995493158,1.22095106,0.823058357,2.777918766,0.020426163,0.446825137,2.226727675,-1.744677527,42.32924966,48.07780284,0.335164835,0,0.181318681
1616,62,20081018120237.plt,walk,516,1848,13026.92189,6.944052533,25.19623813,4.832232837,6.609717928,13.407021,0.036086143,0.911231303,7.854452405,-4.944149245,17.36162914,32.5112337,0.058139535,0.323643411,0.34496124
1617,62,20081018123332.plt,walk,204,490,699.157938,1.555839847,4.899661194,0.837790121,1.394072033,2.632501689,0.008361626,0.487343708,2.272982483,-1.773896559,30.98947636,31.29849535,0.068627451,0,0.245098039
1618,62,20081018123332.plt,walk,243,567,3264.339434,6.41582744,25.07134291,3.560131048,6.21061121,10.52379754,0.028834412,1.336091122,8.060241405,-8.128193461,13.50095626,22.22869732,0.032921811,0.139917695,0.514403292
1619,62,20081019010031.plt,walk,211,1175,782.7039293,1.555799174,21.98026483,2.484580242,0.957498464,2.838618502,0.020521273,1.107198425,7.6633182,-6.49131727,37.21790022,47.06903695,0.298578199,0.023696682,0.184834123
1620,62,20081019021404.plt,walk,966,2869,3367.575211,1.616010363,9.538661264,0.967954588,1.502331478,2.63212507,0.007424136,0.478796042,3.404119845,-2.250037041,34.9678637,34.30366314,0.070393375,0,0.240165631
1621,62,20081019030205.plt,bus,79,409,1475.43712,3.302464327,8.194672353,2.174174142,2.76071871,5.806654674,0.02361285,1.081157633,6.88579206,-3.654753592,27.44238265,37.65915646,0.037974684,0,0.569620253
1622,62,20081019030901.plt,walk,193,723,752.5144827,1.572773498,5.422396069,0.981620137,1.398422419,2.919991818,0.018933783,0.583216443,1.715402182,-1.946512118,38.10738412,37.01736222,0.124352332,0,0.274611399
1623,62,20081019063839.plt,walk,466,1537,2269.91943,1.718562431,14.20061064,1.279516913,1.49096086,2.922851077,0.005010222,0.738414497,5.369852609,-5.343631366,41.83786451,40.46188432,0.068669528,0.004291845,0.251072961
1624,62,20081019075508.plt,walk,630,2844,2541.034367,1.307638773,15.98111507,1.071384108,1.148346963,1.959206731,0.012245083,0.558290927,6.663689455,-4.362525564,31.59784296,37.05826027,0.106349206,0.001587302,0.092063492
1625,62,20081019075508.plt,walk,116,234,409.3760485,1.744042994,5.202756371,0.883428769,1.708494998,2.863364372,0.02154192,0.499006369,1.452572445,-1.505483087,40.57226471,39.1265062,0.060344828,0,0.344827586
1626,62,20081019075508.plt,walk,246,1170,680.1508921,1.292520579,6.538696622,1.059800908,1.119440639,2.646993008,0.027631971,0.458749844,2.421648637,-1.968489206,41.56466982,44.09503782,0.284552846,0,0.215447154
1627,62,20081019075508.plt,walk,258,590,838.6878822,1.530221801,5.630458242,0.82045669,1.531877334,2.509487414,0.023221215,0.379080599,1.374213074,-1.243592075,29.551486,32.13219549,0.093023256,0,0.213178295
1628,62,20081020005437.plt,walk,125,255,549.5987155,2.151522574,31.65165616,3.02860523,1.646108848,3.110930732,0.012785182,1.954018154,15.26171715,-12.24699186,42.95530752,38.83980019,0.048,0.016,0.344
1629,62,20081020085041.plt,walk,20,324,60.29588161,1.395028032,4.55370623,1.345276024,1.172269652,3.327318871,0.218419225,0.912259656,2.656188887,-1.364080045,41.2733902,45.42134146,0.4,0,0.3
1630,62,20081020085614.plt,bus,261,1319,5428.117852,5.773837548,16.63201433,4.311366464,5.487370322,11.77018055,0.034858434,0.913691488,7.651909867,-4.088318729,19.61688154,37.7079432,0.111111111,0.229885057,0.360153257
1631,62,20081020091821.plt,walk,50,97,215.1802014,2.283760743,13.19587288,1.979661312,2.124030115,3.329259737,0.14337703,2.148666952,13.19587288,-4.933559383,36.20012198,41.76871801,0.08,0.02,0.52
1632,62,20081020091821.plt,bus,847,2136,15047.56668,7.381069371,26.10075342,4.383286179,7.719610351,12.59745322,0.007777591,0.858256307,8.048341653,-6.387567963,13.60143797,25.64000025,0.023612751,0.340023613,0.361275089
1633,62,20081020095545.plt,walk,429,933,1622.578265,1.731034997,42.68170737,2.46651969,1.475859986,2.556587896,-0.012537834,1.200472309,10.48641008,-15.31875881,29.42971518,33.10909278,0.067599068,0.009324009,0.205128205
1634,62,20081020095545.plt,walk,53,120,189.1239579,1.658313501,6.907906053,1.218773249,1.31115352,3.36659396,0.009611112,0.479772833,1.64157549,-1.496419923,32.50308613,40.03064795,0.056603774,0,0.245283019
1635,62,20081020112913.plt,walk,312,1131,1356.537626,1.659852543,7.99897548,0.954684796,1.434041658,2.616985458,0.005680296,0.525683192,3.29389571,-2.137428975,28.93548542,36.49898191,0.038461538,0,0.227564103
1636,62,20081020125220.plt,walk,117,256,545.3682227,2.097999093,25.79014404,2.622486117,1.565016034,3.510762333,0.007774578,1.498043576,8.246374614,-11.7900272,31.98076308,33.2936516,0.042735043,0.008547009,0.282051282
1637,62,20081021010004.plt,walk,51,181,148.2258642,1.103283419,8.871286492,1.325487492,0.860768054,2.054224931,0.047553425,0.792717896,3.813941166,-3.465931193,53.12400189,51.56612503,0.274509804,0,0.098039216
1638,62,20081021074443.plt,walk,62,254,341.1834049,1.806572537,4.299515784,0.940745151,1.665953425,2.974738718,0.028495116,0.546148418,1.274105773,-1.131540134,44.85382196,50.19389776,0.064516129,0,0.403225806
1639,62,20081021074906.plt,bus,1145,3760,17380.50065,6.694795973,15.34494902,3.378127751,7.230632727,10.62293634,0.029433991,0.684493232,10.58690687,-6.85566448,14.05797845,29.22104291,0.056768559,0.179039301,0.441921397
1640,62,20081021085154.plt,walk,40,90,176.2984175,2.140407859,26.08689357,3.945985274,1.325831517,2.724241438,0.045602467,2.689402657,12.45137841,-11.13681845,48.07957151,45.66722767,0.075,0.025,0.2
1641,62,20081021085154.plt,walk,165,341,607.4867643,1.821095835,14.77909168,1.349853605,1.596252325,2.914640544,0.00702708,0.870015353,7.389545839,-5.718018277,30.81849238,31.25153427,0.048484848,0.006060606,0.290909091
1642,62,20081021090435.plt,bus,17,93,567.9973362,8.428214495,41.82712646,9.780355574,5.320186366,16.12714542,1.753357634,5.501474242,20.9120986,-1.820371311,18.18681722,19.51821879,0.058823529,0.176470588,0.294117647
1643,62,20081021092613.plt,walk,89,283,2002.329689,2.008648039,15.51286914,1.70316497,1.771893994,3.161368887,0.014918341,0.588811098,2.054198234,-2.048941852,31.48773569,33.06156994,0.033707865,0.011235955,0.370786517
1644,62,20081021093102.plt,walk,128,363,377.8904144,1.418009759,7.691689578,1.007780627,1.309062033,2.673268177,0.010849043,0.487155256,2.132106754,-2.681304763,35.69949846,35.9876924,0.1796875,0,0.2109375
1645,62,20081028113251.plt,bike,152,632,1265.30587,3.272566827,23.60001483,3.008709551,2.637808989,5.893443021,0.047287607,1.504539297,6.576424822,-8.525413402,34.16813802,35.80641759,0.085526316,0.026315789,0.644736842
1646,62,20081029030231.plt,bike,116,241,580.5859381,2.506292166,5.890889628,1.118533055,2.521019413,3.696757054,0.035688584,0.698034336,5.829696932,-1.337401217,20.71202813,25.12207093,0.034482759,0,0.681034483
1647,62,20081029030231.plt,bike,312,928,1955.073515,3.075679558,6.210236653,1.267728651,3.359327986,4.351878824,0.00611644,0.460405777,1.933764816,-1.607190295,20.66892538,27.85539377,0.057692308,0,0.804487179
1648,62,20081029030231.plt,bike,90,214,455.2938985,2.250363564,8.557089459,1.345694535,2.205603971,3.785858987,0.010465631,0.792282497,3.825602128,-3.615300432,34.03978415,38.42509682,0.077777778,0,0.555555556
1649,62,20081029035920.plt,walk,95,186,256.4910568,1.366053389,6.360339027,0.746289728,1.3074856,1.992704292,0.01837481,0.559912202,3.059087176,-2.51639993,25.68615369,18.93764911,0.042105263,0,0.105263158
1650,62,20081029084207.plt,walk,11,21,67.03773682,3.030702648,8.623838127,2.831948202,2.024790615,8.025782571,0.090852025,1.376662928,3.299523756,-1.920368128,43.57697195,40.37119269,0.090909091,0,0.363636364
1651,62,20081030021734.plt,walk,196,1635,407.4988842,0.953109218,3.37897737,0.714032285,0.926283231,1.912941441,0.027193015,0.312499504,0.980020424,-2.291523313,52.08296984,46.24711131,0.31122449,0,0.086734694
1652,62,20081030021734.plt,walk,134,307,410.0097032,1.504334147,3.751379253,0.775121579,1.376649572,2.66469688,0.010373839,0.350900988,1.103305148,-0.726610157,30.83413054,30.25970329,0.059701493,0,0.253731343
1653,62,20081030032947.plt,walk,144,417,1189.934885,2.237321983,15.99885126,2.583539441,1.329337435,5.17864083,-0.03315424,0.707137505,2.764998841,-2.6488817,38.94037845,42.56454394,0.090277778,0.027777778,0.256944444
1654,62,20081030040752.plt,walk,130,260,440.2226802,1.690122778,8.284513013,1.130409223,1.475420416,2.594799403,0.008949094,0.579528261,2.719465261,-3.394388511,28.87196281,28.66418236,0.015384615,0,0.223076923
1655,62,20081030070308.plt,walk,147,383,586.9249225,1.918533182,9.804110329,1.385103339,1.632572639,3.467560984,0.012824045,0.59434949,2.285576221,-2.660417813,32.11828439,40.24672497,0.102040816,0,0.31292517
1656,62,20081030083451.plt,bike,169,415,972.8072538,2.843353215,11.86058643,1.90516416,2.710937085,5.060886979,0.033955146,0.700507332,3.066762674,-3.533613597,34.06887794,37.17429557,0.094674556,0.01183432,0.621301775
1657,62,20081030091401.plt,bike,323,781,1882.202513,2.788269875,11.32848182,1.50564317,2.754646655,4.259362194,0.011899615,0.709858158,3.603158961,-3.708926102,29.41898005,36.19685359,0.046439628,0.003095975,0.730650155
1658,62,20081030100711.plt,walk,166,864,571.5617705,1.487057196,8.641030675,1.15679417,1.247184,2.79759816,0.032927152,0.570005486,3.010332986,-2.664117063,41.10662334,45.79170677,0.174698795,0,0.265060241
1659,62,20081030112806.plt,bike,181,372,980.4073115,2.680711368,7.25659026,1.129183211,2.779873166,4.061466909,0.004020954,0.489404428,1.885686087,-1.971171694,21.02177976,27.45606047,0.033149171,0,0.779005525
1660,62,20081031000001.plt,car,265,724,3481.800838,6.330167897,13.93352413,3.871129762,6.717090183,10.82345298,0.018561751,0.709373772,3.549615486,-3.109532921,18.01477104,32.20431349,0.045283019,0.249056604,0.350943396
1661,62,20081031000001.plt,bus,119,270,997.0387338,4.177241232,10.00690317,2.62339192,3.955925497,8.445568854,0.00627902,0.836882233,4.644212904,-2.572037113,28.50482405,41.97858094,0.025210084,0.008403361,0.588235294
1662,62,20081031010000.plt,bus,146,300,1004.825995,3.430966916,7.519109646,1.846535263,3.253041367,6.32778519,0.020756037,0.54714346,3.524068395,-1.401529671,13.76946687,29.23460944,0.054794521,0,0.787671233
1663,62,20081031010508.plt,walk,79,157,435.1340599,2.80647168,17.95662309,2.717814683,2.060620676,5.522951231,0.072786445,1.907406627,10.87317279,-5.004450754,29.97895989,36.52181547,0.037974684,0.037974684,0.493670886
1664,62,20081031010841.plt,bus,444,1166,5416.075881,5.144266341,13.59475724,3.397144488,4.542934336,9.87226073,0.019062919,0.647955763,3.463288282,-2.759199694,18.26885881,32.75572226,0.056306306,0.092342342,0.547297297
1665,62,20081031012819.plt,walk,176,361,761.1279702,1.970658329,31.14069041,2.60741702,1.486221308,2.965628558,-0.024172269,1.236233422,10.38023014,-10.61067679,27.81389536,30.9235399,0.039772727,0.011363636,0.238636364
1666,62,20081031073908.plt,walk,28,225,494.2651868,4.791827256,29.26423441,6.456738136,2.515467496,12.79267015,0.577346424,4.445978024,21.01417532,-7.509372516,48.06935871,62.13029629,0.107142857,0.142857143,0.392857143
1667,62,20081031074318.plt,bus,1361,4282,21157.53633,6.489765021,21.30102242,3.695405822,6.64917478,11.2921395,0.044722202,0.816357414,6.239121389,-5.311221858,14.1198441,30.89998668,0.053637032,0.193975018,0.467303453
1668,62,20081031085514.plt,walk,151,522,641.0419237,1.922849626,9.250628636,1.600626571,1.535662512,3.730701288,0.05194239,0.930514353,8.280508436,-3.915371557,39.06290029,46.26565358,0.139072848,0,0.317880795
1669,62,20081031102747.plt,walk,21,39,67.5962413,1.639486025,6.759972589,1.329766975,1.476468619,2.319276801,0.085272585,0.826151859,2.564851372,-1.942853693,46.14863013,46.48682387,0.142857143,0,0.238095238
1670,62,20081031102747.plt,car,660,1528,5841.118031,4.376272024,14.5313195,2.246856018,4.480229292,7.016040147,0.001790346,0.614739731,4.162371377,-2.128742411,15.27429209,22.68388785,0.039393939,0.006060606,0.78030303
1671,62,20081031105404.plt,walk,52,137,181.3855074,1.763565019,6.279146393,1.326719613,1.537498028,3.349455282,0.121890515,1.120194106,6.279146393,-2.226447757,45.01545401,43.90148937,0.134615385,0,0.346153846
1672,62,20081101030134.plt,walk,58,128,210.4933323,1.744052308,4.579227523,1.155473517,1.530568096,3.724778472,0.029404514,0.528636502,1.940812775,-1.495392014,43.24460434,43.47393922,0.120689655,0,0.310344828
1673,62,20081101030134.plt,walk,250,814,1116.65561,1.595454305,8.238062999,1.020599885,1.429922324,2.728815519,0.004302863,0.541439677,2.803473297,-2.189908447,40.63767245,40.36495714,0.088,0,0.24
1674,62,20081101044212.plt,walk,1141,3239,3031.431017,1.261956078,8.730518057,0.763585581,1.166798586,2.117619046,0.010846398,0.381576908,3.282896955,-2.701569176,35.68896613,39.22124405,0.117440841,0,0.122699387
1675,62,20081101044212.plt,walk,263,1059,834.0758888,1.201478132,4.667162512,0.824866308,1.152960317,2.287691655,0.017929212,0.384727497,1.9459637,-1.27230513,45.49061141,47.85800464,0.209125475,0,0.140684411
1676,62,20081101061208.plt,walk,224,499,906.4391563,1.959519122,12.5466521,1.540334946,1.698569125,3.440564957,0.023816929,0.7232869,4.77638708,-2.469577138,39.56369638,39.02381597,0.071428571,0.008928571,0.388392857
1677,62,20081101062043.plt,bus,846,3345,6587.135092,3.42021905,19.08012334,3.449799277,2.103269758,8.723514189,0.016396822,0.61631476,3.612426029,-7.599602423,33.89542751,42.5476265,0.140661939,0.067375887,0.387706856
1678,62,20081101062043.plt,bus,15,108,16.57598546,0.552532849,1.595744086,0.457190094,0.560671955,1.077616195,0.084086641,0.227423478,0.378745828,-0.441127763,61.37345263,64.47273998,0.466666667,0,0
1679,62,20081101072341.plt,bus,201,579,3238.476806,5.371312206,16.15129618,3.874897307,5.12416872,10.63580804,0.034770453,0.833045978,3.279285684,-2.155265942,27.15339709,39.83666815,0.059701493,0.134328358,0.402985075
1680,62,20081101073330.plt,walk,60,222,213.024077,1.349425906,7.975518959,1.155425624,1.196375891,2.272497722,0.038037109,0.713213501,2.266062913,-3.043523747,49.18266414,50.2297142,0.2,0,0.183333333
1681,62,20081102053221.plt,bus,14,40,81.68037871,2.328655386,6.738462339,2.361514256,1.350178232,5.910458409,0.287365976,1.310029695,2.812107411,-2.21598974,45.48796495,47.7539594,0.357142857,0,0.428571429
1682,62,20081102053221.plt,bus,382,1335,12541.58056,8.207339502,25.08335139,7.090931855,5.851371064,20.08403382,0.031894397,1.059198073,9.230041835,-5.218524199,23.28992843,35.98786891,0.02617801,0.337696335,0.382198953
1683,62,20081102064201.plt,walk,70,225,165.0308363,1.050103899,3.615300433,0.812110424,0.957806999,2.012532149,0.033463958,0.475003937,1.369025381,-1.18601196,51.32181649,48.76011679,0.271428571,0,0.1
1684,62,20081102064556.plt,bus,81,261,368.4461406,2.319281871,12.59475586,2.272346571,1.78542653,3.923644351,0.118592386,1.669595111,12.59475586,-4.863208621,38.7058493,45.16522674,0.135802469,0.037037037,0.419753086
1685,62,20081102064556.plt,bus,676,1929,9324.974423,5.902619593,20.25910473,4.339972558,5.335366138,11.5742284,0.014751345,0.773855341,5.317885595,-4.673189594,22.50392617,36.36684868,0.072485207,0.208579882,0.374260355
1686,62,20081102072821.plt,walk,245,505,791.2759502,1.599454977,11.38623013,1.279112113,1.296505079,2.92722644,0.007540113,0.737318075,4.701494044,-4.218426556,40.83183233,40.96390355,0.093877551,0.004081633,0.212244898
1687,62,20081102081524.plt,walk,217,568,774.493153,1.748101745,7.136210798,0.975317239,1.591236561,2.927114553,0.01772824,0.590420444,2.474649481,-1.639914936,34.39366009,35.89265952,0.050691244,0,0.304147465
1688,62,20081102083839.plt,walk,1319,2981,3420.587207,1.232849327,6.400273737,0.835390649,1.068529957,2.284223014,0.004101823,0.473092986,2.794052795,-2.72622782,44.47515303,42.98351842,0.141774071,0,0.13646702
1689,62,20081103005437.plt,walk,18,67,100.5822123,2.147562576,11.66194231,2.75922198,1.26878556,5.192096521,0.463001059,2.888855191,11.66194231,-2.651484439,43.85928252,45.94893314,0.111111111,0.055555556,0.111111111
1690,62,20081103015601.plt,walk,274,1160,1043.628888,1.49648927,7.652832761,1.00137955,1.302503076,2.681764408,0.021631712,0.446709659,1.482064214,-1.780031535,37.26359575,42.88947426,0.131386861,0,0.277372263
1691,62,20081103015601.plt,walk,47,324,329.6640389,2.970200638,24.81451525,4.379631132,1.183742163,7.481339838,-0.121244056,2.369953,8.248786237,-11.84370705,41.6337792,48.47251579,0.276595745,0.042553191,0.29787234
1692,62,20081103025353.plt,bike,930,2651,5532.590538,2.676967401,11.12198087,1.412802892,2.747602277,4.274068853,0.003631211,0.583173545,3.422869989,-4.321621511,25.64895844,31.60020092,0.04516129,0.001075269,0.655913978
1693,62,20081103115039.plt,bike,206,431,1354.443845,3.263497885,12.56975415,1.414987718,3.219706784,4.581273586,0.01214182,0.719037192,4.094017174,-3.213726562,24.29909765,27.70909867,0.014563107,0.004854369,0.859223301
1694,62,20081103125110.plt,bike,37,73,107.4677047,1.425673758,2.991458419,0.720499488,1.421284706,2.488348861,0.022177921,0.391305867,0.827499797,-0.849323393,25.72079179,32.71223517,0.135135135,0,0.216216216
1695,62,20081104013441.plt,walk,13,23,53.54599531,2.131099627,4.719473622,1.226079045,1.865284599,3.877163145,0.143379984,0.737563462,1.862594986,-0.577681451,46.71316266,44.23123346,0.076923077,0,0.384615385
1696,62,20081104013441.plt,walk,43,124,253.8054468,1.939878485,5.28116891,1.13083875,1.842905854,3.487308054,-0.001794149,0.730049654,1.719131528,-1.469281368,35.98389376,41.90910083,0.069767442,0,0.441860465
1697,62,20081104041114.plt,walk,207,973,1497.116383,2.530011753,28.35509966,2.727369459,1.765321329,5.494465737,0.037303136,1.515262754,12.22851921,-11.62757584,48.74973701,52.22598371,0.082125604,0.004830918,0.371980676
1698,62,20081104041114.plt,walk,46,152,238.7233309,1.728624726,6.270325559,1.457279384,1.429194942,3.556281688,-0.00192525,0.931892873,3.024705299,-2.38004236,43.47038506,40.5345185,0.152173913,0,0.347826087
1699,62,20081104063603.plt,walk,448,1247,1370.446126,1.451066374,5.04038096,0.934085637,1.349223865,2.599436444,0.014999674,0.385852048,1.288121159,-1.836585611,33.87201342,41.93381147,0.142857143,0,0.238839286
1700,62,20081104063603.plt,walk,151,318,433.33285,1.388231268,4.735215145,0.810090283,1.39702576,2.361618735,0.006409119,0.407569526,2.15823639,-1.056598193,32.69158761,35.46277435,0.139072848,0,0.158940397
1701,62,20081104063603.plt,walk,258,630,870.9697319,1.647956783,5.703767785,0.85466266,1.544358721,2.725625379,0.008720886,0.524555485,2.620814395,-1.959149057,35.30024718,36.82161756,0.073643411,0,0.310077519
1702,62,20081104063603.plt,walk,169,984,740.2567434,1.79570438,5.669152933,1.011470159,1.707934538,3.003281896,0.020556354,0.616586817,2.596081523,-2.414176705,42.19909881,43.14314609,0.065088757,0,0.319526627
